cvorNumber,reportDate,id,date,startTime,endTime,cvir,location,driverName,driverLicence,driverLicenceJurisdiction,vehicle1_make,vehicle1_unit,vehicle1_plate,vehicle1_jurisdiction,level,vehiclePoints,driverPoints,oosCount,totalDefects,charged,coDriver,impoundment
060-420-001,2026-04-02,20260402-insp-106,2025-10-20,11:30,12:15,CVIR2604020106,"HWY 400 Barrie, ON","PATEL, A",D3005618-ON,ON,FREIGHTLN,T406,PR6742,CAON,3,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-105,2025-10-14,09:00,09:45,CVIR2604020105,"HWY 401 Toronto, ON","SHARMA, R",D3005565-ON,ON,VOLVO,T405,PR6735,CAON,3,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-104,2025-10-09,10:30,11:10,CVIR2604020104,"HWY 416 Ottawa, ON","SINGH, M",D3005512-ON,ON,WESTERN,T404,PR6728,CAON,3,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-103,2025-10-04,14:00,14:40,CVIR2604020103,"HWY 403 Brantford, ON","GILL, P",D3005459-ON,ON,INTL,T403,PR6721,CAON,3,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-102,2025-09-28,08:30,09:10,CVIR2604020102,"QEW Hamilton, ON","BAJWA, S",D3005406-ON,ON,MACK,T402,PR6714,CAON,3,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-101,2025-09-23,15:45,16:25,CVIR2604020101,"HWY 11 North Bay, ON","BRAR, H",D3005353-ON,ON,KENWORTH,T401,PR6707,CAON,3,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-100,2025-09-18,13:15,13:55,CVIR2604020100,"HWY 7 Mississauga, ON","DHILLON, K",D3005300-ON,ON,PETERBILT,T400,PR6700,CAON,3,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-99,2025-09-12,11:30,12:15,CVIR2604020099,"HWY 400 Barrie, ON","GREWAL, J",D3005247-ON,ON,FREIGHTLN,T399,PR6693,CAON,3,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-98,2025-09-07,09:00,09:45,CVIR2604020098,"HWY 401 Toronto, ON","PATEL, A",D3005194-ON,ON,VOLVO,T398,PR6686,CAON,3,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-97,2025-09-02,10:30,11:10,CVIR2604020097,"HWY 416 Ottawa, ON","SHARMA, R",D3005141-ON,ON,WESTERN,T397,PR6679,CAON,3,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-96,2025-08-28,14:00,14:40,CVIR2604020096,"HWY 403 Brantford, ON","SINGH, M",D3005088-ON,ON,INTL,T396,PR6672,CAON,3,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-95,2025-08-22,08:30,09:10,CVIR2604020095,"QEW Hamilton, ON","GILL, P",D3005035-ON,ON,MACK,T395,PR6665,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-94,2025-08-17,15:45,16:25,CVIR2604020094,"HWY 11 North Bay, ON","BAJWA, S",D3004982-ON,ON,KENWORTH,T394,PR6658,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-93,2025-08-12,13:15,13:55,CVIR2604020093,"HWY 7 Mississauga, ON","BRAR, H",D3004929-ON,ON,PETERBILT,T393,PR6651,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-92,2025-08-06,11:30,12:15,CVIR2604020092,"HWY 400 Barrie, ON","DHILLON, K",D3004876-ON,ON,FREIGHTLN,T392,PR6644,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-91,2025-08-01,09:00,09:45,CVIR2604020091,"HWY 401 Toronto, ON","GREWAL, J",D3004823-ON,ON,VOLVO,T391,PR6637,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-90,2025-07-27,10:30,11:10,CVIR2604020090,"HWY 416 Ottawa, ON","PATEL, A",D3004770-ON,ON,WESTERN,T390,PR6630,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-89,2025-07-22,14:00,14:40,CVIR2604020089,"HWY 403 Brantford, ON","SHARMA, R",D3004717-ON,ON,INTL,T389,PR6623,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-88,2025-07-16,08:30,09:10,CVIR2604020088,"QEW Hamilton, ON","SINGH, M",D3004664-ON,ON,MACK,T388,PR6616,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-87,2025-07-11,15:45,16:25,CVIR2604020087,"HWY 11 North Bay, ON","GILL, P",D3004611-ON,ON,KENWORTH,T387,PR6609,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-86,2025-07-06,13:15,13:55,CVIR2604020086,"HWY 7 Mississauga, ON","BAJWA, S",D3004558-ON,ON,PETERBILT,T386,PR6602,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-85,2025-06-30,11:30,12:15,CVIR2604020085,"HWY 400 Barrie, ON","BRAR, H",D3004505-ON,ON,FREIGHTLN,T385,PR6595,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-84,2025-06-25,09:00,09:45,CVIR2604020084,"HWY 401 Toronto, ON","DHILLON, K",D3004452-ON,ON,VOLVO,T384,PR6588,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-83,2025-06-20,10:30,11:10,CVIR2604020083,"HWY 416 Ottawa, ON","GREWAL, J",D3004399-ON,ON,WESTERN,T383,PR6581,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-82,2025-06-15,14:00,14:40,CVIR2604020082,"HWY 403 Brantford, ON","PATEL, A",D3004346-ON,ON,INTL,T382,PR6574,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-81,2025-06-09,08:30,09:10,CVIR2604020081,"QEW Hamilton, ON","SHARMA, R",D3004293-ON,ON,MACK,T381,PR6567,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-80,2025-06-04,15:45,16:25,CVIR2604020080,"HWY 11 North Bay, ON","SINGH, M",D3004240-ON,ON,KENWORTH,T380,PR6560,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-79,2025-05-30,13:15,13:55,CVIR2604020079,"HWY 7 Mississauga, ON","GILL, P",D3004187-ON,ON,PETERBILT,T379,PR6553,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-78,2025-05-24,11:30,12:15,CVIR2604020078,"HWY 400 Barrie, ON","BAJWA, S",D3004134-ON,ON,FREIGHTLN,T378,PR6546,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-77,2025-05-19,09:00,09:45,CVIR2604020077,"HWY 401 Toronto, ON","BRAR, H",D3004081-ON,ON,VOLVO,T377,PR6539,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-76,2025-05-14,10:30,11:10,CVIR2604020076,"HWY 416 Ottawa, ON","DHILLON, K",D3004028-ON,ON,WESTERN,T376,PR6532,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-75,2025-05-09,14:00,14:40,CVIR2604020075,"HWY 403 Brantford, ON","GREWAL, J",D3003975-ON,ON,INTL,T375,PR6525,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-74,2025-05-03,08:30,09:10,CVIR2604020074,"QEW Hamilton, ON","PATEL, A",D3003922-ON,ON,MACK,T374,PR6518,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-73,2025-04-28,15:45,16:25,CVIR2604020073,"HWY 11 North Bay, ON","SHARMA, R",D3003869-ON,ON,KENWORTH,T373,PR6511,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-72,2025-04-23,13:15,13:55,CVIR2604020072,"HWY 7 Mississauga, ON","SINGH, M",D3003816-ON,ON,PETERBILT,T372,PR6504,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-71,2025-04-17,11:30,12:15,CVIR2604020071,"HWY 400 Barrie, ON","GILL, P",D3003763-ON,ON,FREIGHTLN,T371,PR6497,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-70,2025-04-12,09:00,09:45,CVIR2604020070,"HWY 401 Toronto, ON","BAJWA, S",D3003710-ON,ON,VOLVO,T370,PR6490,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-69,2025-04-07,10:30,11:10,CVIR2604020069,"HWY 416 Ottawa, ON","BRAR, H",D3003657-ON,ON,WESTERN,T369,PR6483,CAON,2,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-68,2025-04-02,14:00,14:40,CVIR2604020068,"HWY 403 Brantford, ON","DHILLON, K",D3003604-ON,ON,INTL,T368,PR6476,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-67,2025-03-27,08:30,09:10,CVIR2604020067,"QEW Hamilton, ON","GREWAL, J",D3003551-ON,ON,MACK,T367,PR6469,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-66,2025-03-22,15:45,16:25,CVIR2604020066,"HWY 11 North Bay, ON","PATEL, A",D3003498-ON,ON,KENWORTH,T366,PR6462,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-65,2025-03-17,13:15,13:55,CVIR2604020065,"HWY 7 Mississauga, ON","SHARMA, R",D3003445-ON,ON,PETERBILT,T365,PR6455,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-64,2025-03-11,11:30,12:15,CVIR2604020064,"HWY 400 Barrie, ON","SINGH, M",D3003392-ON,ON,FREIGHTLN,T364,PR6448,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-63,2025-03-06,09:00,09:45,CVIR2604020063,"HWY 401 Toronto, ON","GILL, P",D3003339-ON,ON,VOLVO,T363,PR6441,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-62,2025-03-01,10:30,11:10,CVIR2604020062,"HWY 416 Ottawa, ON","BAJWA, S",D3003286-ON,ON,WESTERN,T362,PR6434,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-61,2025-02-23,14:00,14:40,CVIR2604020061,"HWY 403 Brantford, ON","BRAR, H",D3003233-ON,ON,INTL,T361,PR6427,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-60,2025-02-18,08:30,09:10,CVIR2604020060,"QEW Hamilton, ON","DHILLON, K",D3003180-ON,ON,MACK,T360,PR6420,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-59,2025-02-13,15:45,16:25,CVIR2604020059,"HWY 11 North Bay, ON","GREWAL, J",D3003127-ON,ON,KENWORTH,T359,PR6413,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-58,2025-02-08,13:15,13:55,CVIR2604020058,"HWY 7 Mississauga, ON","PATEL, A",D3003074-ON,ON,PETERBILT,T358,PR6406,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-57,2025-02-02,11:30,12:15,CVIR2604020057,"HWY 400 Barrie, ON","SHARMA, R",D3003021-ON,ON,FREIGHTLN,T357,PR6399,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-56,2025-01-28,09:00,09:45,CVIR2604020056,"HWY 401 Toronto, ON","SINGH, M",D3002968-ON,ON,VOLVO,T356,PR6392,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-55,2025-01-23,10:30,11:10,CVIR2604020055,"HWY 416 Ottawa, ON","GILL, P",D3002915-ON,ON,WESTERN,T355,PR6385,CAON,2,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-54,2025-01-17,14:00,14:40,CVIR2604020054,"HWY 403 Brantford, ON","BAJWA, S",D3002862-ON,ON,INTL,T354,PR6378,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-53,2025-01-12,08:30,09:10,CVIR2604020053,"QEW Hamilton, ON","BRAR, H",D3002809-ON,ON,MACK,T353,PR6371,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-52,2025-01-07,15:45,16:25,CVIR2604020052,"HWY 11 North Bay, ON","DHILLON, K",D3002756-ON,ON,KENWORTH,T352,PR6364,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-51,2025-01-02,13:15,13:55,CVIR2604020051,"HWY 7 Mississauga, ON","GREWAL, J",D3002703-ON,ON,PETERBILT,T351,PR6357,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-50,2024-12-27,11:30,12:15,CVIR2604020050,"HWY 400 Barrie, ON","PATEL, A",D3002650-ON,ON,FREIGHTLN,T350,PR6350,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-49,2024-12-22,09:00,09:45,CVIR2604020049,"HWY 401 Toronto, ON","SHARMA, R",D3002597-ON,ON,VOLVO,T349,PR6343,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-48,2024-12-17,10:30,11:10,CVIR2604020048,"HWY 416 Ottawa, ON","SINGH, M",D3002544-ON,ON,WESTERN,T348,PR6336,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-47,2024-12-11,14:00,14:40,CVIR2604020047,"HWY 403 Brantford, ON","GILL, P",D3002491-ON,ON,INTL,T347,PR6329,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-46,2024-12-06,08:30,09:10,CVIR2604020046,"QEW Hamilton, ON","BAJWA, S",D3002438-ON,ON,MACK,T346,PR6322,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-45,2024-12-01,15:45,16:25,CVIR2604020045,"HWY 11 North Bay, ON","BRAR, H",D3002385-ON,ON,KENWORTH,T345,PR6315,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-44,2024-11-26,13:15,13:55,CVIR2604020044,"HWY 7 Mississauga, ON","DHILLON, K",D3002332-ON,ON,PETERBILT,T344,PR6308,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-43,2024-11-20,11:30,12:15,CVIR2604020043,"HWY 400 Barrie, ON","GREWAL, J",D3002279-ON,ON,FREIGHTLN,T343,PR6301,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-42,2024-11-15,09:00,09:45,CVIR2604020042,"HWY 401 Toronto, ON","PATEL, A",D3002226-ON,ON,VOLVO,T342,PR6294,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-41,2024-11-10,10:30,11:10,CVIR2604020041,"HWY 416 Ottawa, ON","SHARMA, R",D3002173-ON,ON,WESTERN,T341,PR6287,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-40,2024-11-04,14:00,14:40,CVIR2604020040,"HWY 403 Brantford, ON","SINGH, M",D3002120-ON,ON,INTL,T340,PR6280,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-39,2024-10-30,08:30,09:10,CVIR2604020039,"QEW Hamilton, ON","GILL, P",D3002067-ON,ON,MACK,T339,PR6273,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-38,2024-10-25,15:45,16:25,CVIR2604020038,"HWY 11 North Bay, ON","BAJWA, S",D3002014-ON,ON,KENWORTH,T338,PR6266,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-37,2024-10-20,13:15,13:55,CVIR2604020037,"HWY 7 Mississauga, ON","BRAR, H",D3001961-ON,ON,PETERBILT,T337,PR6259,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-36,2024-10-14,11:30,12:15,CVIR2604020036,"HWY 400 Barrie, ON","DHILLON, K",D3001908-ON,ON,FREIGHTLN,T336,PR6252,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-35,2024-10-09,09:00,09:45,CVIR2604020035,"HWY 401 Toronto, ON","GREWAL, J",D3001855-ON,ON,VOLVO,T335,PR6245,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-34,2024-10-04,10:30,11:10,CVIR2604020034,"HWY 416 Ottawa, ON","PATEL, A",D3001802-ON,ON,WESTERN,T334,PR6238,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-33,2024-09-28,14:00,14:40,CVIR2604020033,"HWY 403 Brantford, ON","SHARMA, R",D3001749-ON,ON,INTL,T333,PR6231,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-32,2024-09-23,08:30,09:10,CVIR2604020032,"QEW Hamilton, ON","SINGH, M",D3001696-ON,ON,MACK,T332,PR6224,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-31,2024-09-18,15:45,16:25,CVIR2604020031,"HWY 11 North Bay, ON","GILL, P",D3001643-ON,ON,KENWORTH,T331,PR6217,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-30,2024-09-12,13:15,13:55,CVIR2604020030,"HWY 7 Mississauga, ON","BAJWA, S",D3001590-ON,ON,PETERBILT,T330,PR6210,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-29,2024-09-07,11:30,12:15,CVIR2604020029,"HWY 400 Barrie, ON","BRAR, H",D3001537-ON,ON,FREIGHTLN,T329,PR6203,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-28,2024-09-02,09:00,09:45,CVIR2604020028,"HWY 401 Toronto, ON","DHILLON, K",D3001484-ON,ON,VOLVO,T328,PR6196,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-27,2024-08-28,10:30,11:10,CVIR2604020027,"HWY 416 Ottawa, ON","GREWAL, J",D3001431-ON,ON,WESTERN,T327,PR6189,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-26,2024-08-22,14:00,14:40,CVIR2604020026,"HWY 403 Brantford, ON","PATEL, A",D3001378-ON,ON,INTL,T326,PR6182,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-25,2024-08-17,08:30,09:10,CVIR2604020025,"QEW Hamilton, ON","SHARMA, R",D3001325-ON,ON,MACK,T325,PR6175,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-24,2024-08-12,15:45,16:25,CVIR2604020024,"HWY 11 North Bay, ON","SINGH, M",D3001272-ON,ON,KENWORTH,T324,PR6168,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-23,2024-08-06,13:15,13:55,CVIR2604020023,"HWY 7 Mississauga, ON","GILL, P",D3001219-ON,ON,PETERBILT,T323,PR6161,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-22,2024-08-01,11:30,12:15,CVIR2604020022,"HWY 400 Barrie, ON","BAJWA, S",D3001166-ON,ON,FREIGHTLN,T322,PR6154,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-21,2024-07-27,09:00,09:45,CVIR2604020021,"HWY 401 Toronto, ON","BRAR, H",D3001113-ON,ON,VOLVO,T321,PR6147,CAON,1,0,0,0,0,N,N,N
060-420-001,2026-04-02,20260402-insp-20,2024-07-22,10:30,11:10,CVIR2604020020,"HWY 416 Ottawa, ON","DHILLON, K",D3001060-ON,ON,WESTERN,T320,PR6140,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-19,2024-07-16,14:00,14:40,CVIR2604020019,"HWY 403 Brantford, ON","GREWAL, J",D3001007-ON,ON,INTL,T319,PR6133,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-18,2024-07-11,08:30,09:10,CVIR2604020018,"QEW Hamilton, ON","PATEL, A",D3000954-ON,ON,MACK,T318,PR6126,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-17,2024-07-06,15:45,16:25,CVIR2604020017,"HWY 11 North Bay, ON","SHARMA, R",D3000901-ON,ON,KENWORTH,T317,PR6119,CAON,1,1,0,1,2,Y,N,N
