cvorNumber,reportDate,id,date,startTime,endTime,cvir,location,driverName,driverLicence,driverLicenceJurisdiction,vehicle1_make,vehicle1_unit,vehicle1_plate,vehicle1_jurisdiction,level,vehiclePoints,driverPoints,oosCount,totalDefects,charged,coDriver,impoundment
850-000-203,2025-02-03,20250203-insp-132,2024-10-29,10:30,11:10,CVIR2502030132,"HWY 416 Ottawa, ON","DHILLON, K",D3006996-ON,ON,WESTERN,T432,PR6924,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-131,2024-10-24,14:00,14:40,CVIR2502030131,"HWY 403 Brantford, ON","GREWAL, J",D3006943-ON,ON,INTL,T431,PR6917,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-130,2024-10-19,08:30,09:10,CVIR2502030130,"QEW Hamilton, ON","PATEL, A",D3006890-ON,ON,MACK,T430,PR6910,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-129,2024-10-15,15:45,16:25,CVIR2502030129,"HWY 11 North Bay, ON","SHARMA, R",D3006837-ON,ON,KENWORTH,T429,PR6903,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-128,2024-10-10,13:15,13:55,CVIR2502030128,"HWY 7 Mississauga, ON","SINGH, M",D3006784-ON,ON,PETERBILT,T428,PR6896,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-127,2024-10-05,11:30,12:15,CVIR2502030127,"HWY 400 Barrie, ON","GILL, P",D3006731-ON,ON,FREIGHTLN,T427,PR6889,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-126,2024-09-30,09:00,09:45,CVIR2502030126,"HWY 401 Toronto, ON","BAJWA, S",D3006678-ON,ON,VOLVO,T426,PR6882,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-125,2024-09-26,10:30,11:10,CVIR2502030125,"HWY 416 Ottawa, ON","BRAR, H",D3006625-ON,ON,WESTERN,T425,PR6875,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-124,2024-09-21,14:00,14:40,CVIR2502030124,"HWY 403 Brantford, ON","DHILLON, K",D3006572-ON,ON,INTL,T424,PR6868,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-123,2024-09-16,08:30,09:10,CVIR2502030123,"QEW Hamilton, ON","GREWAL, J",D3006519-ON,ON,MACK,T423,PR6861,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-122,2024-09-11,15:45,16:25,CVIR2502030122,"HWY 11 North Bay, ON","PATEL, A",D3006466-ON,ON,KENWORTH,T422,PR6854,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-121,2024-09-06,13:15,13:55,CVIR2502030121,"HWY 7 Mississauga, ON","SHARMA, R",D3006413-ON,ON,PETERBILT,T421,PR6847,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-120,2024-09-02,11:30,12:15,CVIR2502030120,"HWY 400 Barrie, ON","SINGH, M",D3006360-ON,ON,FREIGHTLN,T420,PR6840,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-119,2024-08-28,09:00,09:45,CVIR2502030119,"HWY 401 Toronto, ON","GILL, P",D3006307-ON,ON,VOLVO,T419,PR6833,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-118,2024-08-23,10:30,11:10,CVIR2502030118,"HWY 416 Ottawa, ON","BAJWA, S",D3006254-ON,ON,WESTERN,T418,PR6826,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-117,2024-08-18,14:00,14:40,CVIR2502030117,"HWY 403 Brantford, ON","BRAR, H",D3006201-ON,ON,INTL,T417,PR6819,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-116,2024-08-14,08:30,09:10,CVIR2502030116,"QEW Hamilton, ON","DHILLON, K",D3006148-ON,ON,MACK,T416,PR6812,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-115,2024-08-09,15:45,16:25,CVIR2502030115,"HWY 11 North Bay, ON","GREWAL, J",D3006095-ON,ON,KENWORTH,T415,PR6805,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-114,2024-08-04,13:15,13:55,CVIR2502030114,"HWY 7 Mississauga, ON","PATEL, A",D3006042-ON,ON,PETERBILT,T414,PR6798,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-113,2024-07-30,11:30,12:15,CVIR2502030113,"HWY 400 Barrie, ON","SHARMA, R",D3005989-ON,ON,FREIGHTLN,T413,PR6791,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-112,2024-07-25,09:00,09:45,CVIR2502030112,"HWY 401 Toronto, ON","SINGH, M",D3005936-ON,ON,VOLVO,T412,PR6784,CAON,3,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-111,2024-07-21,10:30,11:10,CVIR2502030111,"HWY 416 Ottawa, ON","GILL, P",D3005883-ON,ON,WESTERN,T411,PR6777,CAON,3,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-110,2024-07-16,14:00,14:40,CVIR2502030110,"HWY 403 Brantford, ON","BAJWA, S",D3005830-ON,ON,INTL,T410,PR6770,CAON,3,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-109,2024-07-11,08:30,09:10,CVIR2502030109,"QEW Hamilton, ON","BRAR, H",D3005777-ON,ON,MACK,T409,PR6763,CAON,3,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-108,2024-07-06,15:45,16:25,CVIR2502030108,"HWY 11 North Bay, ON","DHILLON, K",D3005724-ON,ON,KENWORTH,T408,PR6756,CAON,3,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-107,2024-07-02,13:15,13:55,CVIR2502030107,"HWY 7 Mississauga, ON","GREWAL, J",D3005671-ON,ON,PETERBILT,T407,PR6749,CAON,3,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-106,2024-06-27,11:30,12:15,CVIR2502030106,"HWY 400 Barrie, ON","PATEL, A",D3005618-ON,ON,FREIGHTLN,T406,PR6742,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-105,2024-06-22,09:00,09:45,CVIR2502030105,"HWY 401 Toronto, ON","SHARMA, R",D3005565-ON,ON,VOLVO,T405,PR6735,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-104,2024-06-17,10:30,11:10,CVIR2502030104,"HWY 416 Ottawa, ON","SINGH, M",D3005512-ON,ON,WESTERN,T404,PR6728,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-103,2024-06-12,14:00,14:40,CVIR2502030103,"HWY 403 Brantford, ON","GILL, P",D3005459-ON,ON,INTL,T403,PR6721,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-102,2024-06-08,08:30,09:10,CVIR2502030102,"QEW Hamilton, ON","BAJWA, S",D3005406-ON,ON,MACK,T402,PR6714,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-101,2024-06-03,15:45,16:25,CVIR2502030101,"HWY 11 North Bay, ON","BRAR, H",D3005353-ON,ON,KENWORTH,T401,PR6707,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-100,2024-05-29,13:15,13:55,CVIR2502030100,"HWY 7 Mississauga, ON","DHILLON, K",D3005300-ON,ON,PETERBILT,T400,PR6700,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-99,2024-05-24,11:30,12:15,CVIR2502030099,"HWY 400 Barrie, ON","GREWAL, J",D3005247-ON,ON,FREIGHTLN,T399,PR6693,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-98,2024-05-20,09:00,09:45,CVIR2502030098,"HWY 401 Toronto, ON","PATEL, A",D3005194-ON,ON,VOLVO,T398,PR6686,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-97,2024-05-15,10:30,11:10,CVIR2502030097,"HWY 416 Ottawa, ON","SHARMA, R",D3005141-ON,ON,WESTERN,T397,PR6679,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-96,2024-05-10,14:00,14:40,CVIR2502030096,"HWY 403 Brantford, ON","SINGH, M",D3005088-ON,ON,INTL,T396,PR6672,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-95,2024-05-05,08:30,09:10,CVIR2502030095,"QEW Hamilton, ON","GILL, P",D3005035-ON,ON,MACK,T395,PR6665,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-94,2024-04-30,15:45,16:25,CVIR2502030094,"HWY 11 North Bay, ON","BAJWA, S",D3004982-ON,ON,KENWORTH,T394,PR6658,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-93,2024-04-26,13:15,13:55,CVIR2502030093,"HWY 7 Mississauga, ON","BRAR, H",D3004929-ON,ON,PETERBILT,T393,PR6651,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-92,2024-04-21,11:30,12:15,CVIR2502030092,"HWY 400 Barrie, ON","DHILLON, K",D3004876-ON,ON,FREIGHTLN,T392,PR6644,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-91,2024-04-16,09:00,09:45,CVIR2502030091,"HWY 401 Toronto, ON","GREWAL, J",D3004823-ON,ON,VOLVO,T391,PR6637,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-90,2024-04-11,10:30,11:10,CVIR2502030090,"HWY 416 Ottawa, ON","PATEL, A",D3004770-ON,ON,WESTERN,T390,PR6630,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-89,2024-04-07,14:00,14:40,CVIR2502030089,"HWY 403 Brantford, ON","SHARMA, R",D3004717-ON,ON,INTL,T389,PR6623,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-88,2024-04-02,08:30,09:10,CVIR2502030088,"QEW Hamilton, ON","SINGH, M",D3004664-ON,ON,MACK,T388,PR6616,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-87,2024-03-28,15:45,16:25,CVIR2502030087,"HWY 11 North Bay, ON","GILL, P",D3004611-ON,ON,KENWORTH,T387,PR6609,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-86,2024-03-23,13:15,13:55,CVIR2502030086,"HWY 7 Mississauga, ON","BAJWA, S",D3004558-ON,ON,PETERBILT,T386,PR6602,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-85,2024-03-18,11:30,12:15,CVIR2502030085,"HWY 400 Barrie, ON","BRAR, H",D3004505-ON,ON,FREIGHTLN,T385,PR6595,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-84,2024-03-14,09:00,09:45,CVIR2502030084,"HWY 401 Toronto, ON","DHILLON, K",D3004452-ON,ON,VOLVO,T384,PR6588,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-83,2024-03-10,10:30,11:10,CVIR2502030083,"HWY 416 Ottawa, ON","GREWAL, J",D3004399-ON,ON,WESTERN,T383,PR6581,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-82,2024-03-05,14:00,14:40,CVIR2502030082,"HWY 403 Brantford, ON","PATEL, A",D3004346-ON,ON,INTL,T382,PR6574,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-81,2024-02-29,08:30,09:10,CVIR2502030081,"QEW Hamilton, ON","SHARMA, R",D3004293-ON,ON,MACK,T381,PR6567,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-80,2024-02-25,15:45,16:25,CVIR2502030080,"HWY 11 North Bay, ON","SINGH, M",D3004240-ON,ON,KENWORTH,T380,PR6560,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-79,2024-02-20,13:15,13:55,CVIR2502030079,"HWY 7 Mississauga, ON","GILL, P",D3004187-ON,ON,PETERBILT,T379,PR6553,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-78,2024-02-15,11:30,12:15,CVIR2502030078,"HWY 400 Barrie, ON","BAJWA, S",D3004134-ON,ON,FREIGHTLN,T378,PR6546,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-77,2024-02-10,09:00,09:45,CVIR2502030077,"HWY 401 Toronto, ON","BRAR, H",D3004081-ON,ON,VOLVO,T377,PR6539,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-76,2024-02-05,10:30,11:10,CVIR2502030076,"HWY 416 Ottawa, ON","DHILLON, K",D3004028-ON,ON,WESTERN,T376,PR6532,CAON,2,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-75,2024-02-01,14:00,14:40,CVIR2502030075,"HWY 403 Brantford, ON","GREWAL, J",D3003975-ON,ON,INTL,T375,PR6525,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-74,2024-01-27,08:30,09:10,CVIR2502030074,"QEW Hamilton, ON","PATEL, A",D3003922-ON,ON,MACK,T374,PR6518,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-73,2024-01-22,15:45,16:25,CVIR2502030073,"HWY 11 North Bay, ON","SHARMA, R",D3003869-ON,ON,KENWORTH,T373,PR6511,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-72,2024-01-17,13:15,13:55,CVIR2502030072,"HWY 7 Mississauga, ON","SINGH, M",D3003816-ON,ON,PETERBILT,T372,PR6504,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-71,2024-01-13,11:30,12:15,CVIR2502030071,"HWY 400 Barrie, ON","GILL, P",D3003763-ON,ON,FREIGHTLN,T371,PR6497,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-70,2024-01-08,09:00,09:45,CVIR2502030070,"HWY 401 Toronto, ON","BAJWA, S",D3003710-ON,ON,VOLVO,T370,PR6490,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-69,2024-01-03,10:30,11:10,CVIR2502030069,"HWY 416 Ottawa, ON","BRAR, H",D3003657-ON,ON,WESTERN,T369,PR6483,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-68,2023-12-29,14:00,14:40,CVIR2502030068,"HWY 403 Brantford, ON","DHILLON, K",D3003604-ON,ON,INTL,T368,PR6476,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-67,2023-12-24,08:30,09:10,CVIR2502030067,"QEW Hamilton, ON","GREWAL, J",D3003551-ON,ON,MACK,T367,PR6469,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-66,2023-12-20,15:45,16:25,CVIR2502030066,"HWY 11 North Bay, ON","PATEL, A",D3003498-ON,ON,KENWORTH,T366,PR6462,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-65,2023-12-15,13:15,13:55,CVIR2502030065,"HWY 7 Mississauga, ON","SHARMA, R",D3003445-ON,ON,PETERBILT,T365,PR6455,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-64,2023-12-10,11:30,12:15,CVIR2502030064,"HWY 400 Barrie, ON","SINGH, M",D3003392-ON,ON,FREIGHTLN,T364,PR6448,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-63,2023-12-05,09:00,09:45,CVIR2502030063,"HWY 401 Toronto, ON","GILL, P",D3003339-ON,ON,VOLVO,T363,PR6441,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-62,2023-12-01,10:30,11:10,CVIR2502030062,"HWY 416 Ottawa, ON","BAJWA, S",D3003286-ON,ON,WESTERN,T362,PR6434,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-61,2023-11-26,14:00,14:40,CVIR2502030061,"HWY 403 Brantford, ON","BRAR, H",D3003233-ON,ON,INTL,T361,PR6427,CAON,2,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-60,2023-11-21,08:30,09:10,CVIR2502030060,"QEW Hamilton, ON","DHILLON, K",D3003180-ON,ON,MACK,T360,PR6420,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-59,2023-11-16,15:45,16:25,CVIR2502030059,"HWY 11 North Bay, ON","GREWAL, J",D3003127-ON,ON,KENWORTH,T359,PR6413,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-58,2023-11-11,13:15,13:55,CVIR2502030058,"HWY 7 Mississauga, ON","PATEL, A",D3003074-ON,ON,PETERBILT,T358,PR6406,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-57,2023-11-07,11:30,12:15,CVIR2502030057,"HWY 400 Barrie, ON","SHARMA, R",D3003021-ON,ON,FREIGHTLN,T357,PR6399,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-56,2023-11-01,09:00,09:45,CVIR2502030056,"HWY 401 Toronto, ON","SINGH, M",D3002968-ON,ON,VOLVO,T356,PR6392,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-55,2023-10-27,10:30,11:10,CVIR2502030055,"HWY 416 Ottawa, ON","GILL, P",D3002915-ON,ON,WESTERN,T355,PR6385,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-54,2023-10-22,14:00,14:40,CVIR2502030054,"HWY 403 Brantford, ON","BAJWA, S",D3002862-ON,ON,INTL,T354,PR6378,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-53,2023-10-18,08:30,09:10,CVIR2502030053,"QEW Hamilton, ON","BRAR, H",D3002809-ON,ON,MACK,T353,PR6371,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-52,2023-10-13,15:45,16:25,CVIR2502030052,"HWY 11 North Bay, ON","DHILLON, K",D3002756-ON,ON,KENWORTH,T352,PR6364,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-51,2023-10-08,13:15,13:55,CVIR2502030051,"HWY 7 Mississauga, ON","GREWAL, J",D3002703-ON,ON,PETERBILT,T351,PR6357,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-50,2023-10-03,11:30,12:15,CVIR2502030050,"HWY 400 Barrie, ON","PATEL, A",D3002650-ON,ON,FREIGHTLN,T350,PR6350,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-49,2023-09-28,09:00,09:45,CVIR2502030049,"HWY 401 Toronto, ON","SHARMA, R",D3002597-ON,ON,VOLVO,T349,PR6343,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-48,2023-09-24,10:30,11:10,CVIR2502030048,"HWY 416 Ottawa, ON","SINGH, M",D3002544-ON,ON,WESTERN,T348,PR6336,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-47,2023-09-19,14:00,14:40,CVIR2502030047,"HWY 403 Brantford, ON","GILL, P",D3002491-ON,ON,INTL,T347,PR6329,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-46,2023-09-14,08:30,09:10,CVIR2502030046,"QEW Hamilton, ON","BAJWA, S",D3002438-ON,ON,MACK,T346,PR6322,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-45,2023-09-09,15:45,16:25,CVIR2502030045,"HWY 11 North Bay, ON","BRAR, H",D3002385-ON,ON,KENWORTH,T345,PR6315,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-44,2023-09-05,13:15,13:55,CVIR2502030044,"HWY 7 Mississauga, ON","DHILLON, K",D3002332-ON,ON,PETERBILT,T344,PR6308,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-43,2023-08-31,11:30,12:15,CVIR2502030043,"HWY 400 Barrie, ON","GREWAL, J",D3002279-ON,ON,FREIGHTLN,T343,PR6301,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-42,2023-08-26,09:00,09:45,CVIR2502030042,"HWY 401 Toronto, ON","PATEL, A",D3002226-ON,ON,VOLVO,T342,PR6294,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-41,2023-08-21,10:30,11:10,CVIR2502030041,"HWY 416 Ottawa, ON","SHARMA, R",D3002173-ON,ON,WESTERN,T341,PR6287,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-40,2023-08-16,14:00,14:40,CVIR2502030040,"HWY 403 Brantford, ON","SINGH, M",D3002120-ON,ON,INTL,T340,PR6280,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-39,2023-08-12,08:30,09:10,CVIR2502030039,"QEW Hamilton, ON","GILL, P",D3002067-ON,ON,MACK,T339,PR6273,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-38,2023-08-07,15:45,16:25,CVIR2502030038,"HWY 11 North Bay, ON","BAJWA, S",D3002014-ON,ON,KENWORTH,T338,PR6266,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-37,2023-08-02,13:15,13:55,CVIR2502030037,"HWY 7 Mississauga, ON","BRAR, H",D3001961-ON,ON,PETERBILT,T337,PR6259,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-36,2023-07-28,11:30,12:15,CVIR2502030036,"HWY 400 Barrie, ON","DHILLON, K",D3001908-ON,ON,FREIGHTLN,T336,PR6252,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-35,2023-07-24,09:00,09:45,CVIR2502030035,"HWY 401 Toronto, ON","GREWAL, J",D3001855-ON,ON,VOLVO,T335,PR6245,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-34,2023-07-19,10:30,11:10,CVIR2502030034,"HWY 416 Ottawa, ON","PATEL, A",D3001802-ON,ON,WESTERN,T334,PR6238,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-33,2023-07-14,14:00,14:40,CVIR2502030033,"HWY 403 Brantford, ON","SHARMA, R",D3001749-ON,ON,INTL,T333,PR6231,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-32,2023-07-09,08:30,09:10,CVIR2502030032,"QEW Hamilton, ON","SINGH, M",D3001696-ON,ON,MACK,T332,PR6224,CAON,1,0,0,0,0,N,N,N
